,name,content,reconmended,posted
1590,Kimurion,"
The Resident Evil franchise is like the Metal Gear games, it has a fanbase full of fanatics, so anyone who says the game is bad is shot down. But this game is bad. And short. Fanboys are too biased to admit that the reason they mostly die in this game isn't because of the difficulty or because it's a great survival game, but because the controls are atrocious. 90% of my deaths were because of the doors. Because the devs thought it would be "" realistic "" to make the character not able to open the doors like any real person or any other video game character. The character will make a ♥♥♥♥♥♥♥t move that don't look nothing like real to open the door and so the door will first half open and THEN only will it open completly. Meaning if you had an ennemy hot on your tail ( because ennemies never die in this game ) you'll get grabed because you take a full 2 seconds to open a door while running for your life because your character still want to open the doors calmly. Also if you had just opened that door, you can't use it for a good 5 seconds. So if you took a door, realized a zombie was right behind it in a very tight coridor where you can't go past him, and want to turn around, then you're screwed. Because you have to watch your character run into the door for 5 seconds while the door is still in its closing animation before the door can start opening again. And to think the devs touch themselves thinking of how good and realistic they think their game is... And you see this. Your dumbass character running into the door for what feel like forever before the door can open because gasp it wasn't done closing! Even a toddler knows how to open a door that's moving. But your adult character can't.
The other 10% of my deaths were because of the clunky as hell animations. They wanted to go for "" realistic movement "", but anyone can do a sharp turn while running... But not Leon or Claire. Sometimes you'll feel like your character isn't even going where you're telling him to because the "" realistic "" movement make him make some kind of detour to turn.
I'm not writing a bad review because I died in this game. I play really hard games like The Evil Within where on akumu you die 50 times. But at least in TEW it's because the game is hard, not because of the clunky animations or the doors taking forever to open with your character running into it looking dumb as all hell.
And the bosses... My God. Typical RE, it's always the same with them. They put you in a arena stage with a big boss with eyes popping up that you have to shoot. Nothing creative here, or original, no skills or brains needed. I'll take TEW example again, but in TEW when there's a boss, there's a lot to try, lots of strategies. You can use your environement to damage it, traps, many different weapons... In RE you just shoot. With a range of 3 weapons tops. No traps, no puzzle to solve to figure out the best way to kill the boss... You just shoot in the eyes.
If you're a franchise fan, yeah you'll like this game because every RE fan love the games especially if it's a remake of the old games. But if you're not that familiar with the RE games and don't know the franchise, then don't waste your time in this. It's not worth your time, because anyone who loves a REAL good horror game will either be bored to sleep most of the time because it's damn easy, or get frustrated because the only times you die it's because the control are clunky.",Not Recommended," December 16, 2019"
1591,grimoutlawtx,"
Original RE2 >>> RE2 Remake﻿ Someone needs to be critical on the remake. Everyone just caught up in the hype. Its a good game but nowhere near what the original was.

1) Why couldn't they go the RE1 remake route....

2) Missing enemies and bosses (some of the most memorable parts)

3) That G crane battle was trash what's the point of saving ammo if it cant kill the boss. along with cheap gimmicks to defeat boss battles were not something I enjoy

4) The DLC I usually could care less however the fact crapcom charged extra for the soundtrack and gave a half as soundtrack for the base game is just lazy
(my first playthrough I didn't know about the DLC so I played the whole game on that bland soundtrack)


5) The environments were too enclosed whoever thought blocking off 75% of the police station at the start doesn't understand classic RE

6)How they changed kendos story to force some emotional moment was boring and irrelevant (I lmao when I saw the giant hole in front of the gun shop like hmm where to go next)

7)Also the way they moved the city environment from the start to the middle of the remake was poorly done all to introduce a new area that was like 3 rooms...

8) The sewers were done okay but the labs were like a bad movie parody and then its over. You then fight the last bosses. Its like no effort was put into the lab

9) Ada's mission with the x-ray gun felt cartoonish all Annette had to do was shoot her...however sherry side mission was absolute cringe

10) The aiming was fine but the reticles were bad why not just use laser sight on all guns or something that's not so blocky or even take it all away

11) Mr X was overrated and underused the fact you couldn't down him for more than a few seconds was pointless why even waste ammo. This is why nemesis encounters were so great in RE3. Do you run or if you choose to fight and spare the ammo you down him you could receive a item and keep him off your back for while felt like true strategy. Not this oh I need to play hide and seek in a safe room and not fire my weapon so god armor x don't hear me pushing book cases together


12) Now people are high Capcom because they gave you free DLC Ghost survivors ""A month after release."" linear Battle style missions with new monsters and a half baked story... ok so here's my question why were these new creatures not in the main game why did we have to wait a whole month for these missions.

Here is the answer because Capcom half Az everything.... RE6 was a mess.. RE7 story and 2nd half was a joke...Revelations 2 was incomplete trash everything crapcom has done with RE after 4 has been seriously flawed...",Not Recommended," February 16, 2019"
1592,Cackslopper,"
Its like taking that hotter than hot girl out on a date, yeah it's great to look at but wow is it dull.",Not Recommended," February 4, 2019"
1593,Mr.Evil,"
Sure it's fun but not worth 60 bucks more like 20",Not Recommended," January 28, 2019"
1594,Purple Aki,"
Think I'm one of the few people who didn't like it.",Not Recommended," April 29, 2019"
1595,Mr. Meatus,"
Clair: Where's my knife?",Not Recommended," January 25, 2019"
1596,929806726,"
I must say, the game is both boring and scary,, spending so much time on meaningless walking and fighting, and the game is not telling a good story. Also, the global illumination of this game is so bad and the scene is unrealistically dark, which literally makes my eyes painful.",Not Recommended," February 3, 2019"
1597,MIMU,"
While largely competent, this is a technical mess that needs a great deal of ironing out which I don't actually expect to happen. There are massive bugs that will either completely miss you or butcher playing the game properly. (In my case, the game doesn't detect most of my VRAM, so it won't utilize it to make the game look like it should. Potato mode on a GTX 1060 shouldn't be a thing for a few more years.)

But in addition to that, the difficult is dreadfully schizophrenic. On Normal difficulty, it wildly fluctuates between insultingly easy, to sadistic, and when Mr. X shows up, his behavior seems to be tailor-made to arbitrarily lengthen the game, forcing you to do things like backtrack through several rooms to do something as simple as grab an item, all because he teleported off-screen to magically appear in front of you. After you FINALLY got rid of him 2 rooms ago.

Perhaps I simply don't have the patience for it. I've completed Leon's A scenario and kind of don't want to play any more despite having 2 1/2 more to finish. Either way, the game feels infinitely more tedious than its predecessor and was overall not that fun to play.",Not Recommended," February 11, 2019"
1598,Dani,"
The graphics are pretty much okay, the sounds are decent but the biggest enemies in this game are Inventory Management and Zombie Headshot Immunity.
Dissapointing story pacing and just too much walking around to be a fun experience.

YouTube™ Video:  
Views: 0


LATER EDIT: Finished Claire's campaign, started Leon's and.. game likes to crash between the saves. Unbelieveable piece of cr..

LAST EDIT: Finished Leon's campaign - its not that different than Claire's, its like meh..

The extra modes are a pathethic attempt to provide something.. extra but all fail to provide fun due to the third biggest enemy in this game - Stuck in Animation Combat.

If you care about the franchise and would like to experience the story just get this game on sale only.",Not Recommended," March 16, 2019"
1599,CalUKGR,"
This game is tedium exemplified. Like Alien Isolation, one reasonably good idea is strung out across the entirety of the game, involving endless backtracking and puzzles, fetch quests that are poorly signposted, and a boss mechanic that amounts to little more than player trolling.

Avoid. Avoid. Avoid.",Not Recommended," August 3, 2019"
